name,year,rate,code
Tamil Nadu,1997,35.03,31
Tripura,1997,39.01,32
Uttar Pradesh,1997,40.85,33
Uttaranchal,1997,0,34
West Bengal,1997,35.66,35
Jammu and Kashmir,1997,25.17,15
Andaman and Nicobar,1998,34.47,1
Telangana,1998,0,36
Andhra Pradesh,1998,22.19,2
Arunachal Pradesh,1998,39.35,3
Assam,1998,40.86,4
Bihar,1998,54.96,5
Chandigarh,1998,11.35,6
Chhattisgarh,1998,0,7
Dadra and Nagar Haveli,1998,50.84,8
Daman and Diu,1998,15.8,9
Delhi,1998,14.69,10
Goa,1998,14.92,11
Gujarat,1998,24.21,12
Haryana,1998,25.05,13
Himachal Pradesh,1998,28.44,14
Jharkhand,1998,0,16
Karnataka,1998,33.18,17
Kerala,1998,25.43,18
Lakshadweep,1998,25.04,19
Madhya Pradesh,1998,42.52,20
Maharashtra,1998,36.86,21
Manipur,1998,33.78,22
Meghalaya,1998,37.92,23
Mizoram,1998,25.66,24
Nagaland,1998,37.92,25
Orissa,1998,48.56,26
Puducherry,1998,37.4,27
Punjab,1998,11.77,28
Rajasthan,1998,27.41,29
Sikkim,1998,41.43,30
Tamil Nadu,1998,35.03,31
Tripura,1998,39.01,32
Uttar Pradesh,1998,40.85,33
Uttaranchal,1998,0,34
West Bengal,1998,35.66,35
Jammu and Kashmir,1998,25.17,15
Andaman and Nicobar,1999,20.99,1
Telangana,1999,0,36
Andhra Pradesh,1999,15.77,2
Arunachal Pradesh,1999,33.47,3
Assam,1999,36.09,4
Bihar,1999,42.6,5
Chandigarh,1999,5.75,6
Chhattisgarh,1999,0,7
Dadra and Nagar Haveli,1999,17.14,8
Daman and Diu,1999,4.44,9
Delhi,1999,8.23,10
Goa,1999,4.4,11
Gujarat,1999,14.07,12
Haryana,1999,8.74,13
Himachal Pradesh,1999,7.63,14
Jharkhand,1999,0,16
Karnataka,1999,20.04,17
Kerala,1999,12.72,18
Lakshadweep,1999,15.6,19
Madhya Pradesh,1999,37.43,20
Maharashtra,1999,25.02,21
Manipur,1999,28.54,22
Meghalaya,1999,33.87,23
Mizoram,1999,19.47,24
Nagaland,1999,32.67,25
Orissa,1999,47.15,26
Puducherry,1999,21.67,27
Punjab,1999,6.16,28
Rajasthan,1999,15.28,29
Sikkim,1999,36.55,30
Tamil Nadu,1999,21.12,31
Tripura,1999,34.44,32
Uttar Pradesh,1999,31.15,33
Uttaranchal,1999,0,34
West Bengal,1999,27.02,35
Jammu and Kashmir,1999,3.48,15
Andaman and Nicobar,2000,20.99,1
Telangana,2000,0,36
Andhra Pradesh,2000,15.77,2
Arunachal Pradesh,2000,33.47,3
Assam,2000,36.09,4
Bihar,2000,42.6,5
Chandigarh,2000,5.75,6
Chhattisgarh,2000,0,7
Dadra and Nagar Haveli,2000,17.14,8
Daman and Diu,2000,4.44,9
Delhi,2000,8.23,10
Goa,2000,4.4,11
Gujarat,2000,14.07,12
Haryana,2000,8.74,13
Himachal Pradesh,2000,7.63,14
Jharkhand,2000,0,16
Karnataka,2000,20.04,17
Kerala,2000,12.72,18
Lakshadweep,2000,15.6,19
Madhya Pradesh,2000,37.43,20
Maharashtra,2000,25.02,21
Manipur,2000,28.54,22
Meghalaya,2000,33.87,23
Mizoram,2000,19.47,24
Nagaland,2000,32.67,25
Orissa,2000,47.15,26
Puducherry,2000,21.67,27
Punjab,2000,6.16,28
Rajasthan,2000,15.28,29
Sikkim,2000,36.55,30
Tamil Nadu,2000,21.12,31
Tripura,2000,34.44,32
Uttar Pradesh,2000,31.15,33
Uttaranchal,2000,0,34
West Bengal,2000,27.02,35
Jammu and Kashmir,2000,3.48,15
Andaman and Nicobar,2001,20.99,1
Telangana,2001,0,36
Andhra Pradesh,2001,15.77,2
Arunachal Pradesh,2001,33.47,3
Assam,2001,36.09,4
Bihar,2001,42.6,5
Chandigarh,2001,5.75,6
Chhattisgarh,2001,0,7
Dadra and Nagar Haveli,2001,17.14,8
Daman and Diu,2001,4.44,9
Delhi,2001,8.23,10
Goa,2001,4.4,11
Gujarat,2001,14.07,12
Haryana,2001,8.74,13
Himachal Pradesh,2001,7.63,14
Jharkhand,2001,0,16
Karnataka,2001,20.04,17
Kerala,2001,12.72,18
Lakshadweep,2001,15.6,19
Madhya Pradesh,2001,37.43,20
Maharashtra,2001,25.02,21
Manipur,2001,28.54,22
Meghalaya,2001,33.87,23
Mizoram,2001,19.47,24
Nagaland,2001,32.67,25
Orissa,2001,47.15,26
Puducherry,2001,21.67,27
Punjab,2001,6.16,28
Rajasthan,2001,15.28,29
Sikkim,2001,36.55,30
Tamil Nadu,2001,21.12,31
Tripura,2001,34.44,32
Uttar Pradesh,2001,31.15,33
Uttaranchal,2001,0,34
